51,admin@338,WinHTTPHelper,The admin@338 used the popular Poison Ivy RAT and WinHTTPHelper malware to compromise the computers of government officials.,R7
54,admin@338,US-based think tank,"The spear-phishing campaign against Asian entities isn't isolated, the admin@338 also started another attack against the US-based think tank on 14th March.",R3
97,APT1,China,Our analysis has led us to conclude that APT1 is likely government-sponsored and one of the most persistent of China’s cyber threat actors.,R1
98,admin@338,spear-phishing,"The spear-phishing campaign against Asian entities isn't isolated, the admin@338 also started another attack against the US-based think tank on 14th March.",R6
99,admin@338,financial,"FireEye said it has tracked admin@338's activity since 2013 and the group has largely targeted organizations involved in financial, economic, and trade policy.",R3
100,admin@338,economic,"FireEye said it has tracked admin@338's activity since 2013 and the group has largely targeted organizations involved in financial, economic, and trade policy.",R3
101,admin@338,trade policy,"FireEye said it has tracked admin@338's activity since 2013 and the group has largely targeted organizations involved in financial, economic, and trade policy.",R3
102,APT1,China,"The simplest conclusion based on these facts is that APT1 is operating in China, and most likely in Shanghai.",R1
103, APT1,Shanghai,"The simplest conclusion based on these facts is that APT1 is operating in China, and most likely in Shanghai.",R1
104,APT1,China,These data sets show that APT1 is either operating in China during normal Chinese business hours or that APT1 is intentionally going to painstaking lengths to look like they are.,R1
105,APT1,BISCUIT,APT1 has used and steadily modified BISCUIT since as early as 2007 and continues to use it presently.,R7
106,APT1,Poison Ivy,While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT.,R7
107,APT1,Gh0st RAT,While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT.,R7
108,APT1,publicly available backdoors,While APT1 intruders occasionally use publicly available backdoors such as Poison Ivy and Gh0st RAT.,R7
109,PLA Unit 61398,APT1,"Given the mission, resourcing, and location of PLA Unit 61398, we conclude that PLA Unit 61398 is APT1.",R14
110,APT1,China,APT1 were a highly prolific cyber-attack group operating out of China.,R1
111,APT1,China,"APT1 is a China-based cyber-espionage group, active since mid-2006.",R1
112,APT1,China,"APT1 is a China-based cyber-espionage group, active since mid-2006.",R1
113,APT1,mid-2006,"APT1 is a China-based cyber-espionage group, active since mid-2006.",R9
114,APT12,People's Republic of China,APT12's targets are consistent with larger People's Republic of China (PRC) goals.,R1
115,APT1,mid-2006,"APT1 is a China-based cyber-espionage group, active since mid-2006.",R9
116,APT12,HIGHTIDE,"Since the release of the Arbor blog post, FireEye has observed APT12 use a modified backdoor that we call HIGHTIDE.",R7
117,APT12,RIPTIDE,"However, the malware shared several traits with the RIPTIDE and HIGHTIDE backdoor that we have attributed to APT12.",R7
118,APT12,HIGHTIDE,"However, the malware shared several traits with the RIPTIDE and HIGHTIDE backdoor that we have attributed to APT12.",R7
119,APT12,RIPTIDE,"From October 2012 to May 2014, FireEye observed APT12 utilizing RIPTIDE, that communicates via HTTP to a hard-coded command and control (C2) server.",R7
120,APT12,HIGHTIDE,"Similar to RIPTIDE campaigns, APT12 infects target systems with HIGHTIDE using a Microsoft Word (.doc) document that exploits CVE-2012-0158.",R7
121,APT12,exploits CVE-2012-0158,"Similar to RIPTIDE campaigns, APT12 infects target systems with HIGHTIDE using a Microsoft Word (.doc) document that exploits CVE-2012-0158.",R6
122,APT12,RIPTIDE,FireEye believes the change from RIPTIDE to HIGHTIDE represents a temporary tool shift to decrease malware detection while APT12 developed a completely new malware toolset.,R7
123,APT12,HIGHTIDE,FireEye believes the change from RIPTIDE to HIGHTIDE represents a temporary tool shift to decrease malware detection while APT12 developed a completely new malware toolset.,R7
124,They,financial,"They have largely targeted organizations involved in financial, economic and trade policy, typically using publicly available RATs such as Poison Ivy, as well some non-public backdoors.",R3
125,They ,economic,"They have largely targeted organizations involved in financial, economic and trade policy, typically using publicly available RATs such as Poison Ivy, as well some non-public backdoors.",R3
126,They,trade policy,"They have largely targeted organizations involved in financial, economic and trade policy, typically using publicly available RATs such as Poison Ivy, as well some non-public backdoors.",R3
127,admin@338,China,"A China-based cyber threat group, which FireEye tracks as an uncategorized advanced persistent threat (APT) group and other researchers refer to as admin@338, may have conducted the activity.",R1
128,group,spear phishing emails,"The group previous activities against financial and policy organizations have largely focused on spear phishing emails written in English, destined for Western audiences.",R6
129,group,financial and policy organizations,"The group previous activities against financial and policy organizations have largely focused on spear phishing emails written in English, destined for Western audiences.",R3
130,group,Western audiences,"The group previous activities against financial and policy organizations have largely focused on spear phishing emails written in English, destined for Western audiences.",R5
131,APT12,Backdoor.APT.Aumlib,"About four months after The New York Times publicized an attack on its network, the APT12 behind the intrusion deployed updated versions of their Backdoor.APT.Aumlib and Backdoor.APT.Ixeshe malware families.",R7
132,APT12,Backdoor.APT.Ixeshe,"About four months after The New York Times publicized an attack on its network, the APT12 behind the intrusion deployed updated versions of their Backdoor.APT.Aumlib and Backdoor.APT.Ixeshe malware families.",R7
133,Numbered Panda,China,"With this in mind, this week we are providing some indicators for a China based adversary who we crypt as “NUMBERED PANDA.” Numbered Panda has a long list of high-profile victims and is known by a number of names including: DYNCALC, IXESHE, JOY RAT, APT-12, etc.",R1
134,Numbered Panda,DYNCALC,"Numbered Panda has a long list of high-profile victims and is known by a number of names including: DYNCALC, IXESHE, JOY RAT, APT-12, etc.",R14
135,Numbered Panda,IXESHE,"Numbered Panda has a long list of high-profile victims and is known by a number of names including: DYNCALC, IXESHE, JOY RAT, APT-12, etc.",R14
136,Numbered Panda,JOY RAT,"Numbered Panda has a long list of high-profile victims and is known by a number of names including: DYNCALC, IXESHE, JOY RAT, APT-12, etc.",R14
137,Numbered Panda,APT-12,"Numbered Panda has a long list of high-profile victims and is known by a number of names including: DYNCALC, IXESHE, JOY RAT, APT-12, etc.",R14
138,APT12,China,The new campaigns mark the first significant stirrings from the APT12 since it went silent in January in the wake of a detailed expose of the group and its exploits — and a retooling of what security researchers believe is a massive spying operation based in China.,R1
139,APT16,high-tech,"Between November 26, 2015, and December 1, 2015, known and suspected China-based APT16 launched several spear phishing attacks targeting Japan and Taiwan in the high-tech, government services, media and financial services industries.",R3
140,APT16,high-tech,"Between November 26, 2015, and December 1, 2015, known and suspected China-based APT16 launched several spear phishing attacks targeting Japan and Taiwan in the high-tech, government services, media and financial services industries.",R3
141,APT16,government services,"Between November 26, 2015, and December 1, 2015, known and suspected China-based APT16 launched several spear phishing attacks targeting Japan and Taiwan in the high-tech, government services, media and financial services industries.",R3
142,APT16,media,"Between November 26, 2015, and December 1, 2015, known and suspected China-based APT16 launched several spear phishing attacks targeting Japan and Taiwan in the high-tech, government services, media and financial services industries.",R3
143,China-based APT groups,"Between November 26, 2015, and December 1, 2015","Between November 26, 2015, and December 1, 2015, known and suspected China-based APT groups launched several spear phishing attacks targeting Japanese and Taiwanese organizations in the high-tech, government services, media and financial services industries.",R11
144,APT16,Japanese financial and high-tech companies,"On November 26, 2015, a suspected China-based APT16 sent Japanese defense policy-themed spear phishing emails to multiple Japanese financial and high-tech companies.",R3
145,APT16,spear phishing emails,"On November 26, 2015, a suspected China-based APT16 sent Japanese defense policy-themed spear phishing emails to multiple Japanese financial and high-tech companies.",R6
146,China-based APT group,"November 26, 2015","On November 26, 2015, a suspected China-based APT group sent Japanese defense policy-themed spear phishing emails to multiple Japanese financial and high-tech companies.",R11
147,APT16,phishing campaign,"While attribution of the first two spear phishing attacks is still uncertain, we attribute the second December phishing campaign to the China-based APT group that we refer to as APT16.",R17
148,APT16,Taiwanese media organizations,APT16 actors sent spear phishing emails to two Taiwanese media organizations.,R3
149,APT16,spear phishing emails,APT16 actors sent spear phishing emails to two Taiwanese media organizations.,R6
150,APT16,Taiwanese media,"On the same date that APT16 targeted Taiwanese media, suspected Chinese APT actors also targeted a Taiwanese government agency, sending a lure document that contained instructions for registration and subsequent listing of goods on a local Taiwanese auction website.",R3
151,APT16,Taiwanese government agency,"On the same date that APT16 targeted Taiwanese media, suspected Chinese APT actors also targeted a Taiwanese government agency, sending a lure document that contained instructions for registration and subsequent listing of goods on a local Taiwanese auction website.",R3
152,APT16,sending a lure document,"On the same date that APT16 targeted Taiwanese media, suspected Chinese APT actors also targeted a Taiwanese government agency, sending a lure document that contained instructions for registration and subsequent listing of goods on a local Taiwanese auction website.",R6
153,APT16,ELMER,"It is possible, although not confirmed, that APT16 was also responsible for targeting this government agency, given both the timeframe and the use of the same n-day to eventually deploy the ELMER backdoor.",R7
154,APT16,government agency,"It is possible, although not confirmed, that APT16 was also responsible for targeting this government agency, given both the timeframe and the use of the same n-day to eventually deploy the ELMER backdoor.",R3
155,APT16,Hong Kong and Taiwan-based media organizations ,"Despite the differing sponsorship, penetration of Hong Kong and Taiwan-based media organizations continues to be a priority for China-based APT16.",R3
156,APT16,Taiwanese government agency,The suspected APT16 targeting of the Taiwanese government agency – in addition to the Taiwanese media organizations – further supports this possibility.,R3
157,APT16,Taiwanese media organizations,The suspected APT16 targeting of the Taiwanese government agency – in addition to the Taiwanese media organizations – further supports this possibility.,R3
158,APT17,BLACKCOFFEE,"APT17 was embedding the encoded CnC IP address for the BLACKCOFFEE malware in legitimate Microsoft TechNet profiles pages and forum threads, a method some in the information security community call a “dead drop resolver.” ",R7
159,APT17,DeputyDog,"APT17, also known as DeputyDog, is a China-based threat group that FireEye Intelligence has observed conducting network intrusions against U.S. government entities, the defense industry, law firms, information technology companies, mining companies, and non-government organizations.",R14
160,APT17,China-based,"APT17, also known as DeputyDog, is a China-based threat group that FireEye Intelligence has observed conducting network intrusions against U.S. government entities, the defense industry, law firms, information technology companies, mining companies, and non-government organizations.",R1
161,APT17,U.S. government entities,"APT17, also known as DeputyDog, is a China-based threat group that FireEye Intelligence has observed conducting network intrusions against U.S. government entities, the defense industry, law firms, information technology companies, mining companies, and non-government organizations.",R3
162,APT17,defense industry,"APT17, also known as DeputyDog, is a China-based threat group that FireEye Intelligence has observed conducting network intrusions against U.S. government entities, the defense industry, law firms, information technology companies, mining companies, and non-government organizations.",R3
163,APT17,law firms,"APT17, also known as DeputyDog, is a China-based threat group that FireEye Intelligence has observed conducting network intrusions against U.S. government entities, the defense industry, law firms, information technology companies, mining companies, and non-government organizations.",R3
164,APT17,information technology companies,"APT17, also known as DeputyDog, is a China-based threat group that FireEye Intelligence has observed conducting network intrusions against U.S. government entities, the defense industry, law firms, information technology companies, mining companies, and non-government organizations.",R3
165,APT17,mining companies,"APT17, also known as DeputyDog, is a China-based threat group that FireEye Intelligence has observed conducting network intrusions against U.S. government entities, the defense industry, law firms, information technology companies, mining companies, and non-government organizations.",R3
166,APT17,non-government organizations,"APT17, also known as DeputyDog, is a China-based threat group that FireEye Intelligence has observed conducting network intrusions against U.S. government entities, the defense industry, law firms, information technology companies, mining companies, and non-government organizations.",R3
167,APT17,BLACKCOFFEE,FireEye has monitored APT17’s use of BLACKCOFFEE variants since 2013 to masquerade malicious communication as normal web traffic by disguising the CnC communication as queries to web search engines.,R7
168,APT17,BLACKCOFFEE,The use of BLACKCOFFEE demonstrates APT17’s evolving use of public websites to hide in plain sight.,R7
169,TG-0416,2009,"TG-0416 is a stealthy and extremely successful Advanced Persistent Threat (APT) group known to target a broad range of verticals since at least 2009, including technology, industrial, manufacturing, human rights groups, government, pharmaceutical, and medical technology.",R9
170,TG-0416,technology,"TG-0416 is a stealthy and extremely successful Advanced Persistent Threat (APT) group known to target a broad range of verticals since at least 2009, including technology, industrial, manufacturing, human rights groups, government, pharmaceutical, and medical technology.",R3
171,TG-0416,manufacturing,"TG-0416 is a stealthy and extremely successful Advanced Persistent Threat (APT) group known to target a broad range of verticals since at least 2009, including technology, industrial, manufacturing, human rights groups, government, pharmaceutical, and medical technology.",R3
172,TG-0416,human rights groups,"TG-0416 is a stealthy and extremely successful Advanced Persistent Threat (APT) group known to target a broad range of verticals since at least 2009, including technology, industrial, manufacturing, human rights groups, government, pharmaceutical, and medical technology.",R3
173,TG-0416,government,"TG-0416 is a stealthy and extremely successful Advanced Persistent Threat (APT) group known to target a broad range of verticals since at least 2009, including technology, industrial, manufacturing, human rights groups, government, pharmaceutical, and medical technology.",R3
174,TG-0416,pharmaceutical,"TG-0416 is a stealthy and extremely successful Advanced Persistent Threat (APT) group known to target a broad range of verticals since at least 2009, including technology, industrial, manufacturing, human rights groups, government, pharmaceutical, and medical technology.",R3
175,TG-0416,medical technology,"TG-0416 is a stealthy and extremely successful Advanced Persistent Threat (APT) group known to target a broad range of verticals since at least 2009, including technology, industrial, manufacturing, human rights groups, government, pharmaceutical, and medical technology.",R3
176,APT18,hcdLoader RAT,"The APT18 then installed the hcdLoader RAT, which installs as a Windows service and provides command line access to the compromised system.",R7
177,Wekby,HTTPBrowser,"The malware used by the Wekby group has ties to the HTTPBrowser malware family, and uses DNS requests as a command and control mechanism.",R7
178,Wekby,HTTPBrowser,"These URIs result in the download of an installer, which creates a PE of the malware typically known as HTTPBrowser, but called Token Control by the Wekby group themselves (based upon the PDB strings found within many of the samples).",R7
179,Wekby,Token Control,"These URIs result in the download of an installer, which creates a PE of the malware typically known as HTTPBrowser, but called Token Control by the Wekby group themselves (based upon the PDB strings found within many of the samples).",R7
180,APT19,defense sector firms,"APT19 seemed to be going after defense sector firms, Chinese dissident groups and political, financial, pharmaceutical and energy sectors that could benefit the Chinese economy.",R3
181,APT19,Chinese dissident groups,"APT19 seemed to be going after defense sector firms, Chinese dissident groups and political, financial, pharmaceutical and energy sectors that could benefit the Chinese economy.",R3
182,APT19,political,"APT19 seemed to be going after defense sector firms, Chinese dissident groups and political, financial, pharmaceutical and energy sectors that could benefit the Chinese economy.",R3
183,APT19,financial,"APT19 seemed to be going after defense sector firms, Chinese dissident groups and political, financial, pharmaceutical and energy sectors that could benefit the Chinese economy.",R3
184,APT19,pharmaceutical,"APT19 seemed to be going after defense sector firms, Chinese dissident groups and political, financial, pharmaceutical and energy sectors that could benefit the Chinese economy.",R3
185,APT19,energy,"APT19 seemed to be going after defense sector firms, Chinese dissident groups and other political target, as well as certain financial targets and other commercial targets in pharmaceutical and energy sectors that could benefit the Chinese economy.",R3
186,FANCY BEAR,Sofacy,"FANCY BEAR (also known as Sofacy or APT 28) is a separate Russian-based threat actor, which has been active since mid 2000s, and has been responsible for targeted intrusion campaigns against the Aerospace, Defense, Energy, Government and Media sectors.",R14
187,FANCY BEAR,APT 28,"FANCY BEAR (also known as Sofacy or APT 28) is a separate Russian-based threat actor, which has been active since mid 2000s, and has been responsible for targeted intrusion campaigns against the Aerospace, Defense, Energy, Government and Media sectors.",R14
188,FANCY BEAR,Russian-based,"FANCY BEAR (also known as Sofacy or APT 28) is a separate Russian-based threat actor, which has been active since mid 2000s, and has been responsible for targeted intrusion campaigns against the Aerospace, Defense, Energy, Government and Media sectors.",R1
189,FANCY BEAR,mid 2000s,"FANCY BEAR (also known as Sofacy or APT 28) is a separate Russian-based threat actor, which has been active since mid 2000s, and has been responsible for targeted intrusion campaigns against the Aerospace, Defense, Energy, Government and Media sectors.",R9
190,FANCY BEAR,Aerospace,"FANCY BEAR (also known as Sofacy or APT 28) is a separate Russian-based threat actor, which has been active since mid 2000s, and has been responsible for targeted intrusion campaigns against the Aerospace, Defense, Energy, Government and Media sectors.",R3
191,FANCY BEAR,Defense,"FANCY BEAR (also known as Sofacy or APT 28) is a separate Russian-based threat actor, which has been active since mid 2000s, and has been responsible for targeted intrusion campaigns against the Aerospace, Defense, Energy, Government and Media sectors.",R3
192,FANCY BEAR,Energy,"FANCY BEAR (also known as Sofacy or APT 28) is a separate Russian-based threat actor, which has been active since mid 2000s, and has been responsible for targeted intrusion campaigns against the Aerospace, Defense, Energy, Government and Media sectors.",R3
193,FANCY BEAR,Government,"FANCY BEAR (also known as Sofacy or APT 28) is a separate Russian-based threat actor, which has been active since mid 2000s, and has been responsible for targeted intrusion campaigns against the Aerospace, Defense, Energy, Government and Media sectors.",R3
194,FANCY BEAR,Media,"FANCY BEAR (also known as Sofacy or APT 28) is a separate Russian-based threat actor, which has been active since mid 2000s, and has been responsible for targeted intrusion campaigns against the Aerospace, Defense, Energy, Government and Media sectors.",R3
195,APT28,CHOPSTICK,"APT28 malware, in particular the family of modular backdoors that we call CHOPSTICK, indicates a formal code development environment.",R7
196,APT28,Eastern European government,"However, three themes in APT28’s targeting clearly reflects areas of specific interest to an Eastern European government, most likely the Russian government.",R3
197,APT28,Russian,"We identified three themes in APT28’s lures and registered domains, which together are particularly relevant to the Russian government.",R1
198,threat actors,Russian state-sponsored,"Georgian military security issues, particularly with regard to U.S. cooperation and NATO, provide a strong incentive for Russian state-sponsored threat actors to steal information that sheds light on these topics.",R1
199,APT28,Russian,The body of the letter suggests that APT28 actors are able to read at least two languages – Russian and English.,R19
200,APT28,English,The body of the letter suggests that APT28 actors are able to read at least two languages – Russian and English.,R19
201,APT28,Russian,This implies that Russian may be the APT28 author’s preferred language.,R19
202,group,Russian,"Instead, we observed the two Russian espionage groups compromise the same systems and engage separately in the theft of identical credentials.",R1
203,APT28,Russian government,"APT28’s malware settings suggest that the developers have done the majority of their work in a Russian language build environment during Russian business hours, which suggests that the Russian government is APT28’s sponsor.",R1
204,APT28,Organization for Security and Cooperation in Europe (OSCE),"APT28 also registered a domain name imitating the Organization for Security and Cooperation in Europe (OSCE), an intergovernmental organization that has cited widespread fraud in numerous Russian state elections.",R16
205,APT28,Russian language,"APT28’s malware settings suggest that the developers have done the majority of their work in a Russian language build environment during Russian business hours, which suggests that the Russian government is APT28’s sponsor.",R19
206,APT28,MOD,We believe that APT28’s targeting of the MOD aligns with Russian threat perceptions.,R3
207,APT28,Russian,We believe that APT28’s targeting of the MOD aligns with Russian threat perceptions.,R1
208,APT28,Russian,We assess that APT28 is most likely sponsored by the Russian government.,R1
209,APT28,Russian,"Given the available data, we assess that APT28’s work is sponsored by the Russian government.",R1
210,TG-4127,individuals in Russia and the former Soviet states,"The targets were similar to a 2015 TG-4127 campaign — individuals in Russia and the former Soviet states, current and former military and government personnel in the U.S. and Europe, individuals working in the defense and government supply chain, and authors and journalists — but also included email accounts linked to the November 2016 United States presidential election.",R5
211,TG-4127,military and government personnel in the U.S. and Europe,"The targets were similar to a 2015 TG-4127 campaign — individuals in Russia and the former Soviet states, current and former military and government personnel in the U.S. and Europe, individuals working in the defense and government supply chain, and authors and journalists — but also included email accounts linked to the November 2016 United States presidential election.",R5
212,TG-4127,individuals working in the defense and government supply chain,"The targets were similar to a 2015 TG-4127 campaign — individuals in Russia and the former Soviet states, current and former military and government personnel in the U.S. and Europe, individuals working in the defense and government supply chain, and authors and journalists — but also included email accounts linked to the November 2016 United States presidential election.",R5
213,TG-4127,authors,"The targets were similar to a 2015 TG-4127 campaign — individuals in Russia and the former Soviet states, current and former military and government personnel in the U.S. and Europe, individuals working in the defense and government supply chain, and authors and journalists — but also included email accounts linked to the November 2016 United States presidential election.",R5
214,TG-4127,journalists,"The targets were similar to a 2015 TG-4127 campaign — individuals in Russia and the former Soviet states, current and former military and government personnel in the U.S. and Europe, individuals working in the defense and government supply chain, and authors and journalists — but also included email accounts linked to the November 2016 United States presidential election.",R5
215,TG-4127,military,"The targets of TG-4127 include military, government and defense sectors.",R3
216,TG-4127,government,"The targets of TG-4127 include military, government and defense sectors.",R3
217,TG-4127,defense,"The targets of TG-4127 include military, government and defense sectors.",R3
219,APT28,CHOPSTICK,"Some of APT28’s more commonly used tools are the SOURFACE downloader, its second stage backdoor EVILTOSS, and a modular family of implants that we call CHOPSTICK.",R7
220,APT28,SOURFACE downloader,"Some of APT28’s more commonly used tools are the SOURFACE downloader, its second stage backdoor EVILTOSS, and a modular family of implants that we call CHOPSTICK.",R7
221,APT28,SOURFACE,"Some of APT28’s more commonly used tools are the SOURFACE downloader, its second stage backdoor EVILTOSS, and a modular family of implants that we call CHOPSTICK.",R7
222,APT28,EVILTOSS,"Some of APT28’s more commonly used tools are the SOURFACE downloader, its second stage backdoor EVILTOSS, and a modular family of implants that we call CHOPSTICK.",R7
223,APT28,CHOPSTICK,"Some of APT28’s more commonly used tools are the SOURFACE downloader, its second stage backdoor EVILTOSS, and a modular family of implants that we call CHOPSTICK.",R7
224,APT28,EVILTOSS,"Some of APT28’s more commonly used tools are the SOURFACE downloader, its second stage backdoor EVILTOSS, and a modular family of implants that we call CHOPSTICK.",R7
228,TG-4127,Russian government,"While TG-4127 continues to primarily threaten organizations and individuals operating in Russia and former Soviet states, this campaign illustrates its willingness to expand its scope to other targets that have intelligence of interest to the Russian government.",R1
229,group,Russian Federation,CTU researchers assess with moderate confidence that the group is operating from the Russian Federation and is gathering intelligence on behalf of the Russian government.,R1
230,group,Russian Federation,CTU researchers assess with moderate confidence that the group is operating from the Russian Federation and is gathering intelligence on behalf of the Russian government.,R1
231,group,Russian government,CTU researchers assess with moderate confidence that the group is operating from the Russian Federation and is gathering intelligence on behalf of the Russian government.,R1
232,APT28,Russian Government,"This intelligence has been critical to protecting and informing our clients, exposing this threat, and strengthening our confidence in attributing APT28 to the Russian Government.",R1
